"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
2,300;-1,134;-0,017;-0,005;0,006;2,300;-1,257;-0,017;-0,005;0,006;2,300;-0,663;-0,017;-0,005;0,006;2,300;-1,431;0,000;-0,005;0,006;2,300;-0,750;-0,017;-0,005;0,006;2,300;-1,536;-0,017;-0,005;0,006;2,300;2,199;0,017;-0,005;0,006;2,300;-3,299;-0,017;-0,005;0,006;2,300;-3,072;-0,017;-0,005;0,006;2,300;1,955;0,000;-0,005;0,006
2,350;-1,414;-0,017;-0,005;0,006;2,350;-1,047;-0,017;-0,005;0,006;2,350;-0,279;-0,017;-0,005;0,006;2,350;-1,693;0,000;-0,005;0,006;2,350;-0,384;-0,017;-0,005;0,006;2,350;-1,361;-0,017;-0,005;0,006;2,350;2,775;0,017;-0,005;0,006;2,350;-3,421;-0,017;-0,005;0,006;2,350;-3,368;-0,017;-0,005;0,006;2,350;1,169;0,000;-0,005;0,006
2,400;-1,623;-0,017;-0,005;0,006;2,400;-0,785;-0,017;-0,005;0,006;2,400;0,140;-0,017;-0,005;0,006;2,400;-1,868;-0,017;-0,005;0,006;2,400;0,000;0,000;-0,005;0,006;2,400;-1,100;-0,017;-0,005;0,006;2,400;3,176;0,017;-0,005;0,006;2,400;-3,368;-0,017;-0,005;0,006;2,400;-3,508;-0,017;-0,005;0,006;2,400;0,349;0,000;-0,005;0,006
2,450;-1,728;-0,017;-0,005;0,006;2,450;-0,454;-0,017;-0,005;0,006;2,450;0,576;0,000;-0,005;0,006;2,450;-1,955;-0,017;-0,005;0,006;2,450;0,384;0,000;-0,005;0,006;2,450;-0,768;-0,017;-0,005;0,006;2,450;3,438;0,017;-0,005;0,006;2,450;-3,159;-0,017;-0,005;0,006;2,450;-3,438;-0,017;-0,005;0,006;2,450;-0,506;0,000;-0,005;0,006
2,500;-1,728;-0,017;-0,005;0,006;2,500;-0,105;-0,017;-0,005;0,006;2,500;0,995;0,000;-0,005;0,006;2,500;-1,937;-0,017;-0,005;0,006;2,500;0,733;0,000;-0,005;0,006;2,500;-0,384;-0,017;-0,005;0,006;2,500;3,508;0,017;-0,005;0,006;2,500;-2,793;-0,017;-0,005;0,006;2,500;-3,211;-0,017;-0,005;0,006;2,500;-1,326;0,000;-0,005;0,006
2,550;-1,623;-0,017;-0,005;0,006;2,550;0,262;0,000;-0,005;0,006;2,550;1,379;0,000;-0,005;0,006;2,550;-1,815;-0,017;-0,005;0,006;2,550;1,065;0,000;-0,005;0,006;2,550;0,035;0,000;-0,005;0,006;2,550;3,386;0,017;-0,005;0,006;2,550;-2,304;-0,017;-0,005;0,006;2,550;-2,845;-0,017;-0,005;0,006;2,550;-2,059;-0,017;-0,005;0,006
2,600;-1,449;-0,017;-0,005;0,006;2,600;0,628;0,000;-0,005;0,006;2,600;1,710;0,000;-0,005;0,006;2,600;-1,641;-0,017;-0,005;0,006;2,600;1,326;0,000;-0,005;0,006;2,600;0,454;0,000;-0,005;0,006;2,600;3,124;0,017;-0,005;0,006;2,600;-1,710;-0,017;-0,005;0,006;2,600;-2,321;-0,017;-0,005;0,006;2,600;-2,705;-0,017;-0,005;0,006
2,650;-1,204;-0,017;-0,005;0,006;2,650;0,977;0,000;-0,005;0,006;2,650;1,972;0,000;-0,005;0,006;2,650;-1,379;-0,017;-0,005;0,006;2,650;1,518;0,000;-0,005;0,006;2,650;0,873;0,000;-0,005;0,006;2,650;2,688;0,017;-0,005;0,006;2,650;-1,047;-0,017;-0,005;0,006;2,650;-1,710;-0,017;-0,005;0,006;2,650;-3,194;-0,017;-0,005;0,006
2,700;-0,890;-0,017;-0,005;0,006;2,700;1,292;0,000;-0,005;0,006;2,700;2,164;0,000;-0,005;0,006;2,700;-1,047;-0,017;-0,005;0,006;2,700;1,641;0,000;-0,005;0,006;2,700;1,257;0,000;-0,005;0,006;2,700;2,129;0,017;-0,005;0,006;2,700;-0,332;-0,017;-0,005;0,006;2,700;-1,030;-0,017;-0,005;0,006;2,700;-3,526;-0,017;-0,005;0,006
2,750;-0,524;-0,017;-0,005;0,006;2,750;1,536;0,000;-0,005;0,006;2,750;2,251;0,000;-0,005;0,006;2,750;-0,681;-0,017;-0,005;0,006;2,750;1,658;0,000;-0,005;0,006;2,750;1,588;0,000;-0,005;0,006;2,750;1,466;0,017;-0,005;0,006;2,750;0,384;0,000;-0,005;0,006;2,750;-0,297;-0,017;-0,006;0,006;2,750;-3,665;-0,017;-0,005;0,006
2,800;-0,122;0,000;-0,005;0,006;2,800;1,745;0,000;-0,005;0,006;2,800;2,251;0,000;-0,005;0,006;2,800;-0,297;0,000;-0,005;0,006;2,800;1,606;0,000;-0,005;0,006;2,800;1,868;0,000;-0,005;0,006;2,800;0,733;0,017;-0,005;0,006;2,800;1,065;0,000;-0,005;0,006;2,800;0,454;0,000;-0,005;0,006;2,800;-3,630;-0,017;-0,005;0,006
2,850;0,279;0,000;-0,005;0,006;2,850;1,850;0,000;-0,005;0,006;2,850;2,164;0,000;-0,005;0,006;2,850;0,105;0,000;-0,005;0,006;2,850;1,466;0,000;-0,005;0,006;2,850;2,059;0,000;-0,005;0,006;2,850;-0,035;0,017;-0,005;0,006;2,850;1,676;0,000;-0,005;0,006;2,850;1,152;0,000;-0,005;0,006;2,850;-3,403;-0,017;-0,005;0,006
2,900;0,663;0,000;-0,005;0,006;2,900;1,885;0,000;-0,005;0,006;2,900;1,990;0,000;-0,005;0,006;2,900;0,506;0,000;-0,005;0,006;2,900;1,257;0,000;-0,005;0,006;2,900;2,164;0,000;-0,006;0,006;2,900;-0,803;0,017;-0,005;0,006;2,900;2,217;0,000;-0,005;0,006;2,900;1,798;0,000;-0,005;0,006;2,900;-3,037;-0,017;-0,005;0,006
2,950;1,030;0,000;-0,005;0,006;2,950;1,850;0,000;-0,005;0,006;2,950;1,745;0,000;-0,005;0,006;2,950;0,855;0,000;-0,005;0,006;2,950;0,995;0,000;-0,005;0,006;2,950;2,164;0,000;-0,005;0,006;2,950;-1,501;0,017;-0,005;0,006;2,950;2,635;0,000;-0,005;0,006;2,950;2,339;0,000;-0,005;0,006;2,950;-2,531;-0,017;-0,005;0,006
3,000;1,361;0,000;-0,005;0,006;3,000;1,710;0,000;-0,005;0,006;3,000;1,431;0,000;-0,005;0,006;3,000;1,169;0,000;-0,005;0,006;3,000;0,698;0,000;-0,005;0,006;3,000;2,094;0,000;-0,006;0,006;3,000;-2,147;0,000;-0,005;0,006;3,000;2,897;0,000;-0,005;0,006;3,000;2,758;0,000;-0,006;0,006;3,000;-1,902;-0,017;-0,005;0,006
3,050;1,606;0,000;-0,005;0,006;3,050;1,536;0,000;-0,005;0,006;3,050;1,082;0,000;-0,005;0,006;3,050;1,414;0,000;-0,005;0,006;3,050;0,384;0,000;-0,005;0,006;3,050;1,920;0,000;-0,005;0,006;3,050;-2,670;0,000;-0,005;0,006;3,050;2,967;0,000;-0,005;0,006;3,050;3,019;0,000;-0,006;0,006;3,050;-1,187;-0,017;-0,005;0,006
3,100;1,798;0,000;-0,005;0,006;3,100;1,292;0,000;-0,005;0,006;3,100;0,716;0,000;-0,005;0,006;3,100;1,588;0,000;-0,005;0,006;3,100;0,052;0,000;-0,005;0,006;3,100;1,693;0,000;-0,005;0,006;3,100;-3,054;0,000;-0,005;0,006;3,100;2,862;0,000;-0,005;0,006;3,100;3,107;0,000;-0,005;0,006;3,100;-0,436;-0,017;-0,005;0,006
3,150;1,885;0,000;-0,005;0,006;3,150;0,995;0,000;-0,005;0,006;3,150;0,332;0,000;-0,005;0,006;3,150;1,676;0,000;-0,005;0,006;3,150;-0,279;0,000;-0,005;0,006;3,150;1,396;0,000;-0,005;0,006;3,150;-3,281;0,000;-0,005;0,006;3,150;2,583;0,000;-0,005;0,006;3,150;3,019;0,000;-0,006;0,006;3,150;0,349;0,000;-0,005;0,006
3,200;1,902;0,000;-0,005;0,006;3,200;0,698;0,000;-0,005;0,006;3,200;-0,052;0,000;-0,005;0,006;3,200;1,676;0,000;-0,005;0,006;3,200;-0,593;0,000;-0,005;0,006;3,200;1,065;0,000;-0,005;0,006;3,200;-3,351;0,000;-0,005;0,006;3,200;2,182;0,000;-0,005;0,006;3,200;2,793;0,000;-0,006;0,006;3,200;1,082;0,000;-0,005;0,006
3,250;1,833;0,000;-0,005;0,006;3,250;0,367;0,000;-0,005;0,006;3,250;-0,384;0,000;-0,005;0,006;3,250;1,571;0,000;-0,005;0,006;3,250;-0,873;0,000;-0,005;0,006;3,250;0,698;0,000;-0,005;0,006;3,250;-3,229;0,000;-0,005;0,006;3,250;1,658;0,000;-0,005;0,006;3,250;2,409;0,000;-0,006;0,006;3,250;1,763;0,000;-0,005;0,006
3,300;1,658;0,000;-0,005;0,006;3,300;0,052;0,000;-0,005;0,006;3,300;-0,698;0,000;-0,005;0,006;3,300;1,396;0,000;-0,005;0,006;3,300;-1,100;0,000;-0,005;0,006;3,300;0,332;0,000;-0,005;0,006;3,300;-2,967;0,000;-0,005;0,006;3,300;1,065;0,000;-0,005;0,006;3,300;1,937;0,000;-0,005;0,006;3,300;2,356;0,000;-0,005;0,006
3,350;1,431;0,000;-0,005;0,006;3,350;-0,244;0,000;-0,005;0,006;3,350;-0,942;-0,017;-0,005;0,006;3,350;1,169;0,000;-0,005;0,006;3,350;-1,274;0,000;-0,005;0,006;3,350;-0,035;0,000;-0,005;0,006;3,350;-2,548;0,000;-0,005;0,006;3,350;0,419;0,000;-0,005;0,006;3,350;1,361;0,000;-0,005;0,006;3,350;2,810;0,000;-0,005;0,006
3,400;1,152;0,000;-0,005;0,006;3,400;-0,506;0,000;-0,005;0,006;3,400;-1,117;-0,017;-0,005;0,006;3,400;0,873;0,000;-0,005;0,006;3,400;-1,361;0,000;-0,005;0,006;3,400;-0,384;0,000;-0,006;0,006;3,400;-2,025;0,000;-0,005;0,006;3,400;-0,244;0,000;-0,005;0,006;3,400;0,716;0,000;-0,005;0,006;3,400;3,107;0,000;-0,005;0,006
3,450;0,820;0,000;-0,005;0,006;3,450;-0,733;0,000;-0,005;0,006;3,450;-1,204;-0,017;-0,005;0,006;3,450;0,541;0,000;-0,005;0,006;3,450;-1,396;0,000;-0,005;0,006;3,450;-0,681;0,000;-0,006;0,006;3,450;-1,414;0,000;-0,005;0,006;3,450;-0,890;0,000;-0,005;0,006;3,450;0,035;0,000;-0,005;0,006;3,450;3,246;0,000;-0,005;0,006
3,500;0,471;0,000;-0,005;0,006;3,500;-0,908;0,000;-0,005;0,006;3,500;-1,204;-0,017;-0,005;0,006;3,500;0,192;0,000;-0,005;0,006;3,500;-1,361;0,000;-0,005;0,006;3,500;-0,925;0,000;-0,005;0,006;3,500;-0,733;0,000;-0,005;0,006;3,500;-1,501;0,000;-0,005;0,006;3,500;-0,628;0,000;-0,005;0,006;3,500;3,194;0,000;-0,005;0,006
3,550;0,122;0,000;-0,005;0,006;3,550;-1,012;0,000;-0,005;0,006;3,550;-1,134;-0,017;-0,005;0,006;3,550;-0,157;0,000;-0,005;0,006;3,550;-1,257;-0,017;-0,005;0,006;3,550;-1,100;0,000;-0,005;0,006;3,550;-0,035;0,000;-0,005;0,006;3,550;-2,025;0,000;-0,005;0,006;3,550;-1,257;0,000;-0,006;0,006;3,550;3,002;0,000;-0,005;0,006
3,600;-0,244;0,000;-0,005;0,006;3,600;-1,047;0,000;-0,005;0,006;3,600;-0,995;-0,017;-0,005;0,006;3,600;-0,506;0,000;-0,005;0,006;3,600;-1,082;-0,017;-0,005;0,006;3,600;-1,187;0,000;-0,005;0,006;3,600;0,663;0,017;-0,005;0,006;3,600;-2,443;-0,017;-0,005;0,006;3,600;-1,833;0,000;-0,005;0,006;3,600;2,653;0,000;-0,005;0,006
3,650;-0,559;0,000;-0,005;0,006;3,650;-1,012;-0,017;-0,005;0,006;3,650;-0,785;-0,017;-0,005;0,006;3,650;-0,820;0,000;-0,005;0,006;3,650;-0,873;-0,017;-0,005;0,006;3,650;-1,222;0,000;-0,005;0,006;3,650;1,326;0,017;-0,005;0,006;3,650;-2,758;-0,017;-0,005;0,006;3,650;-2,304;-0,017;-0,006;0,006;3,650;2,182;0,000;-0,005;0,006
3,700;-0,855;0,000;-0,005;0,006;3,700;-0,908;-0,017;-0,005;0,006;3,700;-0,506;-0,017;-0,005;0,006;3,700;-1,100;0,000;-0,005;0,006;3,700;-0,611;-0,017;-0,005;0,006;3,700;-1,152;-0,017;-0,005;0,006;3,700;1,902;0,017;-0,005;0,006;3,700;-2,915;-0,017;-0,005;0,006;3,700;-2,653;-0,017;-0,005;0,006;3,700;1,606;0,000;-0,005;0,006
3,750;-1,082;0,000;-0,005;0,006;3,750;-0,750;-0,017;-0,005;0,006;3,750;-0,209;-0,017;-0,005;0,006;3,750;-1,326;0,000;-0,005;0,006;3,750;-0,332;0,000;-0,005;0,006;3,750;-1,012;-0,017;-0,005;0,006;3,750;2,374;0,017;-0,005;0,006;3,750;-2,915;-0,017;-0,006;0,006;3,750;-2,862;-0,017;-0,006;0,006;3,750;0,942;0,000;-0,005;0,006
3,800;-1,257;0,000;-0,005;0,006;3,800;-0,541;-0,017;-0,005;0,006;3,800;0,122;0,000;-0,005;0,006;3,800;-1,484;0,000;-0,005;0,006;3,800;-0,035;0,000;-0,005;0,006;3,800;-0,820;-0,017;-0,005;0,006;3,800;2,740;0,017;-0,005;0,006;3,800;-2,793;-0,017;-0,005;0,006;3,800;-2,932;-0,017;-0,005;0,006;3,800;0,244;0,000;-0,005;0,006
3,850;-1,344;0,000;-0,005;0,006;3,850;-0,297;0,000;-0,005;0,006;3,850;0,471;0,000;-0,005;0,006;3,850;-1,553;0,000;-0,005;0,006;3,850;0,262;0,000;-0,005;0,006;3,850;-0,576;0,000;-0,005;0,006;3,850;2,932;0,017;-0,005;0,006;3,850;-2,531;-0,017;-0,005;0,006;3,850;-2,862;-0,017;-0,006;0,006;3,850;-0,454;0,000;-0,005;0,006
3,900;-1,344;-0,017;-0,005;0,006;3,900;-0,035;0,000;-0,005;0,006;3,900;0,803;0,000;-0,005;0,006;3,900;-1,553;-0,017;-0,005;0,006;3,900;0,524;0,000;-0,005;0,006;3,900;-0,279;0,000;-0,005;0,006;3,900;2,950;0,017;-0,005;0,006;3,900;-2,164;-0,017;-0,005;0,006;3,900;-2,653;-0,017;-0,005;0,006;3,900;-1,134;0,000;-0,005;0,006
3,950;-1,274;-0,017;-0,005;0,006;3,950;0,244;0,000;-0,005;0,006;3,950;1,134;0,000;-0,005;0,006;3,950;-1,484;-0,017;-0,005;0,006;3,950;0,785;0,000;-0,005;0,006;3,950;0,035;0,000;-0,005;0,006;3,950;2,775;0,017;-0,005;0,006;3,950;-1,710;-0,017;-0,005;0,006;3,950;-2,321;-0,017;-0,005;0,006;3,950;-1,745;0,000;-0,005;0,006
4,000;-1,134;-0,017;-0,005;0,006;4,000;0,524;0,000;-0,005;0,006;4,000;1,414;0,000;-0,005;0,006;4,000;-1,326;-0,017;-0,005;0,006;4,000;0,995;0,000;-0,005;0,006;4,000;0,367;0,000;-0,005;0,006;4,000;2,461;0,017;-0,005;0,006;4,000;-1,169;-0,017;-0,005;0,006;4,000;-1,868;-0,017;-0,005;0,006;4,000;-2,269;-0,017;-0,005;0,006
4,050;-0,942;-0,017;-0,005;0,006;4,050;0,785;0,000;-0,005;0,006;4,050;1,641;0,000;-0,005;0,006;4,050;-1,117;-0,017;-0,005;0,006;4,050;1,152;0,000;-0,005;0,006;4,050;0,698;0,000;-0,005;0,006;4,050;2,042;0,017;-0,005;0,006;4,050;-0,576;-0,017;-0,005;0,006;4,050;-1,344;-0,017;-0,005;0,006;4,050;-2,688;-0,017;-0,005;0,006
4,100;-0,681;-0,017;-0,005;0,006;4,100;1,030;0,000;-0,005;0,006;4,100;1,798;0,000;-0,005;0,006;4,100;-0,873;-0,017;-0,005;0,006;4,100;1,239;0,000;-0,005;0,006;4,100;0,995;0,000;-0,005;0,006;4,100;1,501;0,017;-0,005;0,006;4,100;0,035;0,000;-0,005;0,006;4,100;-0,768;-0,017;-0,005;0,006;4,100;-2,950;-0,017;-0,006;0,006
4,150;-0,401;-0,017;-0,005;0,006;4,150;1,222;0,000;-0,005;0,006;4,150;1,902;0,000;-0,005;0,006;4,150;-0,576;0,000;-0,005;0,006;4,150;1,274;0,000;-0,005;0,006;4,150;1,257;0,000;-0,005;0,006;4,150;0,908;0,017;-0,005;0,006;4,150;0,628;0,000;-0,005;0,006;4,150;-0,157;0,000;-0,005;0,006;4,150;-3,072;-0,017;-0,005;0,006
4,200;-0,087;-0,017;-0,005;0,006;4,200;1,379;0,000;-0,005;0,006;4,200;1,902;0,000;-0,005;0,006;4,200;-0,262;0,000;-0,005;0,006;4,200;1,257;0,000;-0,005;0,006;4,200;1,466;0,000;-0,006;0,006;4,200;0,262;0,017;-0,005;0,006;4,200;1,187;0,000;-0,005;0,006;4,200;0,454;0,000;-0,005;0,006;4,200;-3,019;-0,017;-0,005;0,006
4,250;0,244;0,000;-0,005;0,006;4,250;1,484;0,000;-0,005;0,006;4,250;1,850;0,000;-0,005;0,006;4,250;0,052;0,000;-0,005;0,006;4,250;1,152;0,000;-0,005;0,006;4,250;1,588;0,000;-0,005;0,006;4,250;-0,384;0,017;-0,005;0,006;4,250;1,676;0,000;-0,005;0,006;4,250;1,047;0,000;-0,005;0,006;4,250;-2,827;-0,017;-0,005;0,006
4,300;0,559;0,000;-0,005;0,006;4,300;1,501;0,000;-0,005;0,006;4,300;1,710;0,000;-0,005;0,006;4,300;0,367;0,000;-0,005;0,006;4,300;1,012;0,000;-0,005;0,006;4,300;1,641;0,000;-0,005;0,006;4,300;-1,012;0,017;-0,005;0,006;4,300;2,059;0,000;-0,005;0,006;4,300;1,571;0,000;-0,005;0,006;4,300;-2,513;-0,017;-0,005;0,006
4,350;0,855;0,000;-0,005;0,006;4,350;1,484;0,000;-0,005;0,006;4,350;1,518;0,000;-0,005;0,006;4,350;0,646;0,000;-0,005;0,006;4,350;0,838;0,000;-0,005;0,006;4,350;1,623;0,000;-0,005;0,006;4,350;-1,588;0,017;-0,005;0,006;4,350;2,356;0,000;-0,005;0,006;4,350;2,007;0,000;-0,005;0,006;4,350;-2,077;-0,017;-0,005;0,006
4,400;1,117;0,000;-0,005;0,006;4,400;1,396;0,000;-0,005;0,006;4,400;1,292;0,000;-0,005;0,006;4,400;0,908;0,000;-0,005;0,006;4,400;0,628;0,000;-0,005;0,006;4,400;1,536;0,000;-0,005;0,006;4,400;-2,077;0,017;-0,005;0,006;4,400;2,513;0,000;-0,005;0,006;4,400;2,339;0,000;-0,005;0,006;4,400;-1,553;-0,017;-0,005;0,006
4,450;1,326;0,000;-0,005;0,006;4,450;1,257;0,000;-0,005;0,006;4,450;1,030;0,000;-0,005;0,006;4,450;1,100;0,000;-0,005;0,006;4,450;0,384;0,000;-0,005;0,006;4,450;1,396;0,000;-0,005;0,006;4,450;-2,461;0,000;-0,005;0,006;4,450;2,548;0,000;-0,005;0,006;4,450;2,548;0,000;-0,006;0,006;4,450;-0,942;-0,017;-0,005;0,006
4,500;1,466;0,000;-0,005;0,006;4,500;1,082;0,000;-0,005;0,006;4,500;0,750;0,000;-0,005;0,006;4,500;1,239;0,000;-0,005;0,006;4,500;0,140;0,000;-0,005;0,006;4,500;1,239;0,000;-0,005;0,006;4,500;-2,723;0,000;-0,005;0,006;4,500;2,426;0,000;-0,005;0,006;4,500;2,635;0,000;-0,006;0,006;4,500;-0,314;0,000;-0,005;0,006
4,550;1,553;0,000;-0,005;0,006;4,550;0,890;0,000;-0,005;0,006;4,550;0,471;0,000;-0,005;0,006;4,550;1,326;0,000;-0,005;0,006;4,550;-0,105;0,000;-0,005;0,006;4,550;1,030;0,000;-0,006;0,006;4,550;-2,845;0,000;-0,005;0,006;4,550;2,199;0,000;-0,005;0,006;4,550;2,566;0,000;-0,005;0,006;4,550;0,332;0,000;-0,005;0,006
4,600;1,571;0,000;-0,005;0,006;4,600;0,681;0,000;-0,005;0,006;4,600;0,175;0,000;-0,005;0,006;4,600;1,326;0,000;-0,005;0,006;4,600;-0,332;0,000;-0,005;0,006;4,600;0,820;0,000;-0,005;0,006;4,600;-2,810;0,000;-0,005;0,006;4,600;1,868;0,000;-0,005;0,006;4,600;2,374;0,000;-0,005;0,006;4,600;0,942;0,000;-0,005;0,006
4,650;1,501;0,000;-0,005;0,006;4,650;0,471;0,000;-0,005;0,006;4,650;-0,087;0,000;-0,005;0,006;4,650;1,257;0,000;-0,006;0,006;4,650;-0,541;0,000;-0,005;0,006;4,650;0,593;0,000;-0,006;0,006;4,650;-2,653;0,000;-0,005;0,006;4,650;1,431;0,000;-0,005;0,006;4,650;2,059;0,000;-0,006;0,006;4,650;1,518;0,000;-0,005;0,006
4,700;1,379;0,000;-0,005;0,006;4,700;0,244;0,000;-0,005;0,006;4,700;-0,332;0,000;-0,005;0,006;4,700;1,134;0,000;-0,005;0,006;4,700;-0,716;0,000;-0,005;0,006;4,700;0,349;0,000;-0,006;0,006;4,700;-2,356;0,000;-0,005;0,006;4,700;0,942;0,000;-0,005;0,006;4,700;1,658;0,000;-0,005;0,006;4,700;1,990;0,000;-0,005;0,006
4,750;1,204;0,000;-0,005;0,006;4,750;0,017;0,000;-0,005;0,006;4,750;-0,541;0,000;-0,005;0,006;4,750;0,942;0,000;-0,005;0,006;4,750;-0,855;0,000;-0,005;0,006;4,750;0,140;0,000;-0,005;0,006;4,750;-1,972;0,000;-0,005;0,006;4,750;0,401;0,000;-0,005;0,006;4,750;1,169;0,000;-0,006;0,006;4,750;2,374;0,000;-0,005;0,006
