"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
7,350;0,681;0,000;-0,005;0,006;7,350;0,367;0,000;-0,005;0,006;7,350;0,489;0,000;-0,005;0,006;7,350;0,367;0,000;-0,006;0,006;7,350;-0,035;0,000;-0,005;0,006;7,350;0,454;0,000;-0,005;0,006;7,350;-1,798;0,000;-0,005;0,006;7,350;1,536;0,000;-0,005;0,006;7,350;1,763;0,000;-0,005;0,006;7,350;0,052;0,000;-0,005;0,006
7,400;0,698;0,000;-0,005;0,006;7,400;0,314;0,000;-0,005;0,006;7,400;0,384;0,000;-0,005;0,006;7,400;0,332;0,000;-0,005;0,006;7,400;-0,035;0,000;-0,005;0,006;7,400;0,419;0,000;-0,005;0,006;7,400;-1,780;0,000;-0,005;0,006;7,400;1,326;0,000;-0,005;0,006;7,400;1,658;0,000;-0,005;0,006;7,400;0,471;0,000;-0,005;0,006
7,450;0,698;0,000;-0,005;0,006;7,450;0,279;0,000;-0,005;0,006;7,450;0,297;0,000;-0,005;0,006;7,450;0,297;0,000;-0,005;0,006;7,450;-0,017;0,000;-0,005;0,006;7,450;0,367;0,000;-0,005;0,006;7,450;-1,676;0,000;-0,005;0,006;7,450;1,065;0,000;-0,005;0,006;7,450;1,466;0,000;-0,005;0,006;7,450;0,873;0,000;-0,005;0,006
7,500;0,646;0,000;-0,005;0,006;7,500;0,262;0,000;-0,005;0,006;7,500;0,227;0,000;-0,005;0,006;7,500;0,244;0,000;-0,005;0,006;7,500;0,000;0,000;-0,005;0,006;7,500;0,332;0,000;-0,005;0,006;7,500;-1,501;0,000;-0,005;0,006;7,500;0,750;0,000;-0,005;0,006;7,500;1,222;0,000;-0,006;0,006;7,500;1,222;0,000;-0,005;0,006
7,550;0,593;0,000;-0,005;0,006;7,550;0,244;0,000;-0,005;0,006;7,550;0,175;0,000;-0,005;0,006;7,550;0,192;0,000;-0,005;0,006;7,550;0,000;0,000;-0,005;0,006;7,550;0,314;0,000;-0,005;0,006;7,550;-1,257;0,000;-0,005;0,006;7,550;0,401;0,000;-0,005;0,006;7,550;0,908;0,000;-0,005;0,006;7,550;1,501;0,000;-0,005;0,006
7,600;0,524;0,000;-0,005;0,006;7,600;0,244;0,000;-0,005;0,006;7,600;0,140;0,000;-0,005;0,006;7,600;0,122;0,000;-0,005;0,006;7,600;0,017;0,000;-0,005;0,006;7,600;0,297;0,000;-0,006;0,006;7,600;-0,960;0,000;-0,005;0,006;7,600;0,052;0,000;-0,005;0,006;7,600;0,559;0,000;-0,005;0,006;7,600;1,693;0,000;-0,005;0,006
7,650;0,436;0,000;-0,005;0,006;7,650;0,262;0,000;-0,005;0,006;7,650;0,122;0,000;-0,005;0,006;7,650;0,052;0,000;-0,005;0,006;7,650;0,035;0,000;-0,005;0,006;7,650;0,297;0,000;-0,005;0,006;7,650;-0,611;0,017;-0,005;0,006;7,650;-0,297;0,000;-0,005;0,006;7,650;0,192;0,000;-0,005;0,006;7,650;1,798;0,000;-0,005;0,006
7,700;0,332;0,000;-0,005;0,006;7,700;0,279;0,000;-0,005;0,006;7,700;0,140;0,000;-0,005;0,006;7,700;-0,017;0,000;-0,005;0,006;7,700;0,052;0,000;-0,005;0,006;7,700;0,314;0,000;-0,005;0,006;7,700;-0,244;0,017;-0,005;0,006;7,700;-0,646;0,000;-0,005;0,006;7,700;-0,175;0,000;-0,005;0,006;7,700;1,815;0,000;-0,005;0,006
7,750;0,227;0,000;-0,005;0,006;7,750;0,297;0,000;-0,005;0,006;7,750;0,175;0,000;-0,005;0,006;7,750;-0,070;0,000;-0,005;0,006;7,750;0,070;0,000;-0,005;0,006;7,750;0,332;0,000;-0,005;0,006;7,750;0,122;0,017;-0,005;0,006;7,750;-0,942;0,000;-0,005;0,006;7,750;-0,524;0,000;-0,005;0,006;7,750;1,745;0,000;-0,005;0,006
7,800;0,140;0,000;-0,005;0,006;7,800;0,314;0,000;-0,005;0,006;7,800;0,209;0,000;-0,005;0,006;7,800;-0,105;0,000;-0,005;0,006;7,800;0,070;0,000;-0,005;0,006;7,800;0,349;0,000;-0,006;0,006;7,800;0,489;0,017;-0,005;0,006;7,800;-1,204;0,000;-0,005;0,006;7,800;-0,855;0,000;-0,005;0,006;7,800;1,588;0,000;-0,005;0,006
7,850;0,052;0,000;-0,005;0,006;7,850;0,332;0,000;-0,005;0,006;7,850;0,262;0,000;-0,005;0,006;7,850;-0,140;0,000;-0,005;0,006;7,850;0,070;0,000;-0,005;0,006;7,850;0,367;0,000;-0,005;0,006;7,850;0,820;0,017;-0,005;0,006;7,850;-1,414;0,000;-0,005;0,006;7,850;-1,134;0,000;-0,005;0,006;7,850;1,344;0,000;-0,005;0,006
7,900;-0,035;0,000;-0,005;0,006;7,900;0,349;0,000;-0,005;0,006;7,900;0,314;0,000;-0,005;0,006;7,900;-0,157;0,000;-0,005;0,006;7,900;0,070;0,000;-0,005;0,006;7,900;0,384;0,000;-0,006;0,006;7,900;1,100;0,017;-0,005;0,006;7,900;-1,536;0,000;-0,005;0,006;7,900;-1,361;0,000;-0,005;0,006;7,900;1,065;0,000;-0,005;0,006
7,950;-0,087;0,000;-0,005;0,006;7,950;0,367;0,000;-0,005;0,006;7,950;0,384;0,000;-0,005;0,006;7,950;-0,175;0,000;-0,005;0,006;7,950;0,052;0,000;-0,005;0,006;7,950;0,384;0,000;-0,005;0,006;7,950;1,344;0,017;-0,005;0,006;7,950;-1,588;0,000;-0,005;0,006;7,950;-1,518;0,000;-0,005;0,006;7,950;0,716;0,000;-0,005;0,006
8,000;-0,122;0,000;-0,005;0,006;8,000;0,367;0,000;-0,005;0,006;8,000;0,454;0,000;-0,005;0,006;8,000;-0,157;0,000;-0,005;0,006;8,000;0,052;0,000;-0,005;0,006;8,000;0,401;0,000;-0,005;0,006;8,000;1,501;0,017;-0,005;0,006;8,000;-1,571;0,000;-0,005;0,006;8,000;-1,588;-0,017;-0,006;0,006;8,000;0,367;0,000;-0,005;0,006
8,050;-0,140;0,000;-0,005;0,006;8,050;0,384;0,000;-0,005;0,006;8,050;0,506;0,000;-0,005;0,006;8,050;-0,157;0,000;-0,005;0,006;8,050;0,035;0,000;-0,005;0,006;8,050;0,419;0,000;-0,006;0,006;8,050;1,571;0,017;-0,005;0,006;8,050;-1,466;-0,017;-0,005;0,006;8,050;-1,588;-0,017;-0,006;0,006;8,050;-0,017;0,000;-0,005;0,006
8,100;-0,140;0,000;-0,005;0,006;8,100;0,384;0,000;-0,005;0,006;8,100;0,541;0,000;-0,005;0,006;8,100;-0,122;0,000;-0,005;0,006;8,100;0,035;0,000;-0,005;0,006;8,100;0,419;0,000;-0,005;0,006;8,100;1,571;0,017;-0,005;0,006;8,100;-1,309;-0,017;-0,005;0,006;8,100;-1,518;-0,017;-0,005;0,006;8,100;-0,384;0,000;-0,005;0,006
8,150;-0,105;0,000;-0,005;0,006;8,150;0,367;0,000;-0,005;0,006;8,150;0,559;0,000;-0,005;0,006;8,150;-0,105;0,000;-0,005;0,006;8,150;0,035;0,000;-0,005;0,006;8,150;0,419;0,000;-0,005;0,006;8,150;1,484;0,017;-0,005;0,006;8,150;-1,082;-0,017;-0,005;0,006;8,150;-1,361;-0,017;-0,005;0,006;8,150;-0,716;0,000;-0,005;0,006
8,200;-0,052;0,000;-0,005;0,006;8,200;0,367;0,000;-0,005;0,006;8,200;0,576;0,000;-0,005;0,006;8,200;-0,070;0,000;-0,005;0,006;8,200;0,017;0,000;-0,005;0,006;8,200;0,419;0,000;-0,005;0,006;8,200;1,326;0,017;-0,005;0,006;8,200;-0,820;-0,017;-0,005;0,006;8,200;-1,152;-0,017;-0,005;0,006;8,200;-1,030;0,000;-0,005;0,006
8,250;0,000;0,000;-0,005;0,006;8,250;0,349;0,000;-0,005;0,006;8,250;0,576;0,000;-0,005;0,006;8,250;-0,035;0,000;-0,005;0,006;8,250;0,017;0,000;-0,005;0,006;8,250;0,419;0,000;-0,005;0,006;8,250;1,100;0,017;-0,005;0,006;8,250;-0,524;0,000;-0,005;0,006;8,250;-0,890;-0,017;-0,005;0,006;8,250;-1,292;0,000;-0,005;0,006
8,300;0,052;0,000;-0,005;0,006;8,300;0,349;0,000;-0,005;0,006;8,300;0,576;0,000;-0,005;0,006;8,300;0,000;0,000;-0,005;0,006;8,300;0,017;0,000;-0,005;0,006;8,300;0,401;0,000;-0,006;0,006;8,300;0,838;0,017;-0,005;0,006;8,300;-0,209;0,000;-0,005;0,006;8,300;-0,593;-0,017;-0,005;0,006;8,300;-1,466;-0,017;-0,005;0,006
8,350;0,122;0,000;-0,005;0,006;8,350;0,332;0,000;-0,005;0,006;8,350;0,559;0,000;-0,005;0,006;8,350;0,017;0,000;-0,005;0,006;8,350;0,017;0,000;-0,005;0,006;8,350;0,401;0,000;-0,005;0,006;8,350;0,524;0,017;-0,005;0,006;8,350;0,122;0,000;-0,005;0,006;8,350;-0,279;0,000;-0,005;0,006;8,350;-1,588;-0,017;-0,005;0,006
8,400;0,192;0,000;-0,005;0,006;8,400;0,332;0,000;-0,005;0,006;8,400;0,524;0,000;-0,005;0,006;8,400;0,052;0,000;-0,005;0,006;8,400;0,017;0,000;-0,005;0,006;8,400;0,384;0,000;-0,005;0,006;8,400;0,209;0,017;-0,005;0,006;8,400;0,419;0,000;-0,005;0,006;8,400;0,052;0,000;-0,005;0,006;8,400;-1,623;-0,017;-0,005;0,006
8,450;0,244;0,000;-0,005;0,006;8,450;0,314;0,000;-0,005;0,006;8,450;0,506;0,000;-0,005;0,006;8,450;0,070;0,000;-0,005;0,006;8,450;0,035;0,000;-0,005;0,006;8,450;0,384;0,000;-0,005;0,006;8,450;-0,122;0,017;-0,005;0,006;8,450;0,698;0,000;-0,005;0,006;8,450;0,367;0,000;-0,005;0,006;8,450;-1,571;-0,017;-0,005;0,006
8,500;0,297;0,000;-0,005;0,006;8,500;0,314;0,000;-0,005;0,006;8,500;0,471;0,000;-0,005;0,006;8,500;0,070;0,000;-0,005;0,006;8,500;0,035;0,000;-0,005;0,006;8,500;0,384;0,000;-0,005;0,006;8,500;-0,436;0,017;-0,005;0,006;8,500;0,942;0,000;-0,005;0,006;8,500;0,663;0,000;-0,005;0,006;8,500;-1,449;-0,017;-0,005;0,006
8,550;0,332;0,000;-0,005;0,006;8,550;0,314;0,000;-0,005;0,006;8,550;0,454;0,000;-0,005;0,006;8,550;0,070;0,000;-0,005;0,006;8,550;0,035;0,000;-0,005;0,006;8,550;0,384;0,000;-0,005;0,006;8,550;-0,733;0,017;-0,005;0,006;8,550;1,117;0,000;-0,005;0,006;8,550;0,925;0,000;-0,005;0,006;8,550;-1,257;-0,017;-0,005;0,006
8,600;0,349;0,000;-0,005;0,006;8,600;0,314;0,000;-0,005;0,006;8,600;0,436;0,000;-0,005;0,006;8,600;0,052;0,000;-0,005;0,006;8,600;0,052;0,000;-0,005;0,006;8,600;0,384;0,000;-0,005;0,006;8,600;-0,977;0,017;-0,005;0,006;8,600;1,257;0,000;-0,005;0,006;8,600;1,134;0,000;-0,005;0,006;8,600;-1,030;-0,017;-0,005;0,006
8,650;0,349;0,000;-0,005;0,006;8,650;0,314;0,000;-0,005;0,006;8,650;0,436;0,000;-0,005;0,006;8,650;0,035;0,000;-0,005;0,006;8,650;0,052;0,000;-0,005;0,006;8,650;0,384;0,000;-0,005;0,006;8,650;-1,187;0,017;-0,005;0,006;8,650;1,309;0,000;-0,005;0,006;8,650;1,292;0,000;-0,005;0,006;8,650;-0,733;-0,017;-0,005;0,006
8,700;0,332;0,000;-0,005;0,006;8,700;0,332;0,000;-0,005;0,006;8,700;0,436;0,000;-0,005;0,006;8,700;0,017;0,000;-0,005;0,006;8,700;0,052;0,000;-0,005;0,006;8,700;0,384;0,000;-0,005;0,006;8,700;-1,326;0,017;-0,005;0,006;8,700;1,292;0,000;-0,005;0,006;8,700;1,379;0,000;-0,005;0,006;8,700;-0,419;0,000;-0,005;0,006
8,750;0,314;0,000;-0,005;0,006;8,750;0,332;0,000;-0,005;0,006;8,750;0,436;0,000;-0,005;0,006;8,750;0,000;0,000;-0,005;0,006;8,750;0,052;0,000;-0,005;0,006;8,750;0,384;0,000;-0,005;0,006;8,750;-1,396;0,017;-0,005;0,006;8,750;1,222;0,000;-0,005;0,006;8,750;1,379;0,000;-0,005;0,006;8,750;-0,087;0,000;-0,005;0,006
8,800;0,279;0,000;-0,005;0,006;8,800;0,332;0,000;-0,005;0,006;8,800;0,454;0,000;-0,005;0,006;8,800;-0,017;0,000;-0,005;0,006;8,800;0,052;0,000;-0,005;0,006;8,800;0,384;0,000;-0,005;0,006;8,800;-1,396;0,017;-0,005;0,006;8,800;1,082;0,000;-0,005;0,006;8,800;1,326;0,000;-0,005;0,006;8,800;0,227;0,000;-0,005;0,006
8,850;0,262;0,000;-0,005;0,006;8,850;0,349;0,000;-0,005;0,006;8,850;0,454;0,000;-0,005;0,006;8,850;-0,035;0,000;-0,005;0,006;8,850;0,052;0,000;-0,005;0,006;8,850;0,401;0,000;-0,005;0,006;8,850;-1,309;0,017;-0,005;0,006;8,850;0,890;0,000;-0,005;0,006;8,850;1,187;0,000;-0,005;0,006;8,850;0,541;0,000;-0,005;0,006
8,900;0,227;0,000;-0,005;0,006;8,900;0,349;0,000;-0,005;0,006;8,900;0,454;0,000;-0,005;0,006;8,900;-0,052;0,000;-0,005;0,006;8,900;0,035;0,000;-0,005;0,006;8,900;0,401;0,000;-0,005;0,006;8,900;-1,169;0,017;-0,005;0,006;8,900;0,681;0,000;-0,005;0,006;8,900;1,012;0,000;-0,005;0,006;8,900;0,838;0,000;-0,005;0,006
8,950;0,192;0,000;-0,005;0,006;8,950;0,349;0,000;-0,005;0,006;8,950;0,471;0,000;-0,005;0,006;8,950;-0,052;0,000;-0,005;0,006;8,950;0,035;0,000;-0,005;0,006;8,950;0,401;0,000;-0,005;0,006;8,950;-0,977;0,017;-0,005;0,006;8,950;0,436;0,000;-0,005;0,006;8,950;0,803;0,000;-0,005;0,006;8,950;1,065;0,000;-0,005;0,006
9,000;0,175;0,000;-0,005;0,006;9,000;0,349;0,000;-0,005;0,006;9,000;0,471;0,000;-0,005;0,006;9,000;-0,052;0,000;-0,005;0,006;9,000;0,035;0,000;-0,005;0,006;9,000;0,401;0,000;-0,005;0,006;9,000;-0,750;0,017;-0,005;0,006;9,000;0,175;0,000;-0,005;0,006;9,000;0,559;0,000;-0,006;0,006;9,000;1,257;0,000;-0,005;0,006
9,050;0,157;0,000;-0,005;0,006;9,050;0,349;0,000;-0,005;0,006;9,050;0,471;0,000;-0,005;0,006;9,050;-0,052;0,000;-0,005;0,006;9,050;0,035;0,000;-0,005;0,006;9,050;0,384;0,000;-0,005;0,006;9,050;-0,471;0,017;-0,005;0,006;9,050;-0,087;0,000;-0,005;0,006;9,050;0,297;0,000;-0,005;0,006;9,050;1,361;0,000;-0,005;0,006
9,100;0,157;0,000;-0,005;0,006;9,100;0,332;0,000;-0,005;0,006;9,100;0,471;0,000;-0,005;0,006;9,100;-0,052;0,000;-0,005;0,006;9,100;0,035;0,000;-0,005;0,006;9,100;0,384;0,000;-0,005;0,006;9,100;-0,192;0,017;-0,005;0,006;9,100;-0,349;0,000;-0,005;0,006;9,100;0,017;0,000;-0,005;0,006;9,100;1,414;0,000;-0,005;0,006
9,150;0,140;0,000;-0,005;0,006;9,150;0,332;0,000;-0,005;0,006;9,150;0,471;0,000;-0,005;0,006;9,150;-0,035;0,000;-0,005;0,006;9,150;0,035;0,000;-0,005;0,006;9,150;0,384;0,000;-0,005;0,006;9,150;0,087;0,017;-0,005;0,006;9,150;-0,576;0,000;-0,005;0,006;9,150;-0,244;0,000;-0,005;0,006;9,150;1,379;0,000;-0,005;0,006
9,200;0,157;0,000;-0,005;0,006;9,200;0,332;0,000;-0,005;0,006;9,200;0,471;0,000;-0,005;0,006;9,200;-0,035;0,000;-0,005;0,006;9,200;0,035;0,000;-0,005;0,006;9,200;0,384;0,000;-0,005;0,006;9,200;0,367;0,017;-0,005;0,006;9,200;-0,785;0,000;-0,005;0,006;9,200;-0,506;0,000;-0,005;0,006;9,200;1,274;0,000;-0,005;0,006
9,250;0,157;0,000;-0,005;0,006;9,250;0,332;0,000;-0,005;0,006;9,250;0,471;0,000;-0,005;0,006;9,250;-0,017;0,000;-0,005;0,006;9,250;0,035;0,000;-0,005;0,006;9,250;0,384;0,000;-0,005;0,006;9,250;0,628;0,017;-0,005;0,006;9,250;-0,960;0,000;-0,005;0,006;9,250;-0,733;0,000;-0,005;0,006;9,250;1,117;0,000;-0,005;0,006
9,300;0,175;0,000;-0,005;0,006;9,300;0,332;0,000;-0,005;0,006;9,300;0,454;0,000;-0,005;0,006;9,300;-0,017;0,000;-0,005;0,006;;;;;;9,300;0,384;0,000;-0,005;0,006;9,300;0,838;0,017;-0,005;0,006;9,300;-1,082;0,000;-0,005;0,006;9,300;-0,908;0,000;-0,005;0,006;9,300;0,908;0,000;-0,005;0,006
9,350;0,175;0,000;-0,005;0,006;9,350;0,332;0,000;-0,005;0,006;9,350;0,454;0,000;-0,005;0,006;9,350;0,000;0,000;-0,005;0,006;;;;;;9,350;0,384;0,000;-0,005;0,006;9,350;1,012;0,017;-0,005;0,006;9,350;-1,152;0,000;-0,005;0,006;9,350;-1,047;0,000;-0,005;0,006;9,350;0,663;0,000;-0,005;0,006
9,400;0,192;0,000;-0,005;0,006;9,400;0,332;0,000;-0,005;0,006;9,400;0,454;0,000;-0,005;0,006;9,400;0,000;0,000;-0,005;0,006;;;;;;9,400;0,384;0,000;-0,005;0,006;9,400;1,134;0,017;-0,005;0,006;9,400;-1,152;0,000;-0,005;0,006;9,400;-1,152;0,000;-0,005;0,006;9,400;0,384;0,000;-0,005;0,006
9,450;0,209;0,000;-0,005;0,006;9,450;0,332;0,000;-0,005;0,006;9,450;0,454;0,000;-0,005;0,006;9,450;0,017;0,000;-0,005;0,006;;;;;;9,450;0,384;0,000;-0,005;0,006;9,450;1,204;0,017;-0,005;0,006;9,450;-1,100;0,000;-0,005;0,006;9,450;-1,169;0,000;-0,006;0,006;9,450;0,105;0,000;-0,005;0,006
9,500;0,227;0,000;-0,005;0,006;9,500;0,332;0,000;-0,005;0,006;9,500;0,454;0,000;-0,005;0,006;9,500;0,017;0,000;-0,005;0,006;;;;;;9,500;0,384;0,000;-0,006;0,006;9,500;1,204;0,017;-0,005;0,006;9,500;-1,012;0,000;-0,005;0,006;9,500;-1,134;0,000;-0,005;0,006;9,500;-0,192;0,000;-0,005;0,006
9,550;0,227;0,000;-0,005;0,006;9,550;0,332;0,000;-0,005;0,006;9,550;0,454;0,000;-0,005;0,006;9,550;0,000;0,000;-0,005;0,006;;;;;;;;;;;9,550;1,134;0,017;-0,005;0,006;9,550;-0,873;0,000;-0,005;0,006;9,550;-1,065;0,000;-0,005;0,006;9,550;-0,454;0,000;-0,005;0,006
9,600;0,227;0,000;-0,005;0,006;9,600;0,332;0,000;-0,005;0,006;9,600;0,454;0,000;-0,005;0,006;9,600;0,000;0,000;-0,005;0,006;;;;;;;;;;;9,600;1,012;0,017;-0,005;0,006;9,600;-0,698;0,000;-0,005;0,006;9,600;-0,925;0,000;-0,005;0,006;9,600;-0,698;0,000;-0,005;0,006
9,650;0,244;0,000;-0,005;0,006;9,650;0,332;0,000;-0,005;0,006;9,650;0,454;0,000;-0,005;0,006;9,650;0,000;0,000;-0,005;0,006;;;;;;;;;;;9,650;0,855;0,017;-0,005;0,006;9,650;-0,489;0,000;-0,005;0,006;9,650;-0,768;0,000;-0,005;0,006;9,650;-0,908;0,000;-0,005;0,006
9,700;0,227;0,000;-0,005;0,006;9,700;0,332;0,000;-0,005;0,006;9,700;0,454;0,000;-0,005;0,006;9,700;-0,017;0,000;-0,005;0,006;;;;;;;;;;;9,700;0,663;0,017;-0,005;0,006;9,700;-0,279;0,000;-0,005;0,006;9,700;-0,559;0,000;-0,005;0,006;9,700;-1,065;0,000;-0,005;0,006
9,750;0,227;0,000;-0,005;0,006;9,750;0,332;0,000;-0,005;0,006;9,750;0,471;0,000;-0,005;0,006;9,750;-0,017;0,000;-0,005;0,006;;;;;;;;;;;9,750;0,454;0,017;-0,005;0,006;9,750;-0,052;0,000;-0,005;0,006;9,750;-0,349;0,000;-0,005;0,006;9,750;-1,169;0,000;-0,005;0,006
9,800;0,227;0,000;-0,005;0,006;9,800;0,332;0,000;-0,005;0,006;9,800;0,471;0,000;-0,005;0,006;9,800;-0,017;0,000;-0,005;0,006;;;;;;;;;;;9,800;0,227;0,017;-0,005;0,006;9,800;0,157;0,000;-0,005;0,006;9,800;-0,105;0,000;-0,005;0,006;9,800;-1,222;-0,017;-0,005;0,006
9,850;0,209;0,000;-0,005;0,006;9,850;0,332;0,000;-0,005;0,006;9,850;0,471;0,000;-0,005;0,006;9,850;-0,035;0,000;-0,005;0,006;;;;;;;;;;;9,850;0,000;0,017;-0,005;0,006;9,850;0,367;0,000;-0,005;0,006;9,850;0,122;0,000;-0,005;0,006;9,850;-1,204;-0,017;-0,005;0,006
9,900;0,209;0,000;-0,005;0,006;9,900;0,332;0,000;-0,005;0,006;9,900;0,471;0,000;-0,005;0,006;9,900;-0,035;0,000;-0,005;0,006;;;;;;;;;;;9,900;-0,227;0,017;-0,005;0,006;9,900;0,541;0,000;-0,005;0,006;9,900;0,349;0,000;-0,005;0,006;9,900;-1,134;0,000;-0,005;0,006
9,950;0,209;0,000;-0,005;0,006;9,950;0,332;0,000;-0,005;0,006;9,950;0,471;0,000;-0,005;0,006;9,950;;;-0,005;0,006;;;;;;;;;;;9,950;-0,436;0,017;-0,005;0,006;9,950;0,698;0,000;-0,005;0,006;9,950;0,541;0,000;-0,005;0,006;9,950;-0,995;0,000;-0,005;0,006
10,000;0,209;0,000;-0,005;0,006;10,000;0,332;0,000;-0,005;0,006;10,000;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,000;-0,611;0,017;-0,005;0,006;10,000;0,803;0,000;-0,005;0,006;10,000;0,716;0,000;-0,005;0,006;10,000;-0,838;0,000;-0,005;0,006
