"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
10,050;0,209;0,000;-0,005;0,006;10,050;0,332;0,000;-0,005;0,006;10,050;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,050;-0,768;0,017;-0,005;0,006;10,050;0,873;0,000;-0,006;0,006;10,050;0,838;0,000;-0,005;0,006;10,050;-0,628;0,000;-0,005;0,006
10,100;0,209;0,000;-0,005;0,006;10,100;0,332;0,000;-0,005;0,006;10,100;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,100;-0,873;0,017;-0,005;0,006;10,100;0,890;0,000;-0,005;0,006;10,100;0,925;0,000;-0,006;0,006;10,100;-0,401;0,000;-0,005;0,006
10,150;0,209;0,000;-0,005;0,006;10,150;0,332;0,000;-0,005;0,006;10,150;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,150;-0,925;0,017;-0,005;0,006;10,150;0,855;0,000;-0,005;0,006;10,150;0,960;0,000;-0,005;0,006;10,150;-0,175;0,000;-0,005;0,006
10,200;0,209;0,000;-0,005;0,006;10,200;0,332;0,000;-0,005;0,006;10,200;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,200;-0,925;0,017;-0,005;0,006;10,200;0,785;0,000;-0,005;0,006;10,200;0,942;0,000;-0,005;0,006;10,200;0,070;0,000;-0,005;0,006
10,250;0,209;0,000;-0,005;0,006;10,250;0,332;0,000;-0,005;0,006;10,250;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,250;-0,890;0,017;-0,005;0,006;10,250;0,681;0,000;-0,005;0,006;10,250;0,890;0,000;-0,005;0,006;10,250;0,297;0,000;-0,005;0,006
10,300;0,209;0,000;-0,005;0,006;10,300;0,332;0,000;-0,005;0,006;10,300;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,300;-0,803;0,017;-0,005;0,006;10,300;0,541;0,000;-0,006;0,006;10,300;0,785;0,000;-0,005;0,006;10,300;0,506;0,000;-0,005;0,006
10,350;0,209;0,000;-0,005;0,006;10,350;0,332;0,000;-0,005;0,006;10,350;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,350;-0,698;0,017;-0,005;0,006;10,350;0,384;0,000;-0,005;0,006;10,350;0,663;0,000;-0,005;0,006;10,350;0,698;0,000;-0,005;0,006
10,400;0,227;0,000;-0,005;0,006;10,400;0,332;0,000;-0,005;0,006;10,400;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,400;-0,559;0,017;-0,005;0,006;10,400;0,227;0,000;-0,005;0,006;10,400;0,506;0,000;-0,005;0,006;10,400;0,838;0,000;-0,005;0,006
10,450;0,227;0,000;-0,005;0,006;10,450;0,332;0,000;-0,005;0,006;10,450;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,450;-0,384;0,017;-0,005;0,006;10,450;0,070;0,000;-0,005;0,006;10,450;0,332;0,000;-0,005;0,006;10,450;0,942;0,000;-0,005;0,006
10,500;0,209;0,000;-0,005;0,006;;;;;;10,500;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,500;-0,209;0,017;-0,005;0,006;10,500;-0,105;0,000;-0,005;0,006;10,500;0,157;0,000;-0,006;0,006;10,500;0,995;0,000;-0,006;0,006
10,550;0,209;0,000;-0,005;0,006;;;;;;10,550;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,550;-0,035;0,017;-0,005;0,006;10,550;-0,262;0,000;-0,005;0,006;10,550;-0,035;0,000;-0,006;0,006;10,550;0,995;0,000;-0,005;0,006
10,600;0,209;0,000;-0,005;0,006;;;;;;10,600;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,600;0,140;0,017;-0,005;0,006;10,600;-0,401;0,000;-0,005;0,006;10,600;-0,209;0,000;-0,005;0,006;10,600;0,942;0,000;-0,005;0,006
10,650;0,209;0,000;-0,005;0,006;;;;;;10,650;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,650;0,314;0,017;-0,005;0,006;10,650;-0,524;0,000;-0,005;0,006;10,650;-0,384;0,000;-0,006;0,006;10,650;0,855;0,000;-0,005;0,006
10,700;0,209;0,000;-0,005;0,006;;;;;;10,700;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,700;0,454;0,017;-0,005;0,006;10,700;-0,611;0,000;-0,005;0,006;10,700;-0,524;0,000;-0,005;0,006;10,700;0,716;0,000;-0,005;0,006
10,750;0,209;0,000;-0,005;0,006;;;;;;10,750;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,750;0,576;0,017;-0,005;0,006;10,750;-0,663;0,000;-0,005;0,006;10,750;-0,628;0,000;-0,006;0,006;10,750;0,559;0,000;-0,005;0,006
10,800;0,209;0,000;-0,005;0,006;;;;;;10,800;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,800;0,646;0,017;-0,005;0,006;10,800;-0,681;0,000;-0,005;0,006;10,800;-0,716;0,000;-0,005;0,006;10,800;0,384;0,000;-0,005;0,006
10,850;0,209;0,000;-0,005;0,006;;;;;;10,850;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,850;0,698;0,017;-0,005;0,006;10,850;-0,663;0,000;-0,005;0,006;10,850;-0,750;0,000;-0,005;0,006;10,850;0,209;0,000;-0,005;0,006
10,900;0,209;0,000;-0,005;0,006;;;;;;10,900;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,900;0,716;0,017;-0,005;0,006;10,900;-0,611;0,000;-0,005;0,006;10,900;-0,750;0,000;-0,006;0,006;10,900;0,035;0,000;-0,005;0,006
10,950;0,209;0,000;-0,005;0,006;;;;;;10,950;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;10,950;0,698;0,017;-0,005;0,006;10,950;-0,541;0,000;-0,005;0,006;10,950;-0,698;0,000;-0,005;0,006;10,950;-0,157;0,000;-0,005;0,006
11,000;0,209;0,000;-0,005;0,006;;;;;;11,000;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;11,000;0,628;0,017;-0,005;0,006;11,000;-0,454;0,000;-0,005;0,006;11,000;-0,628;0,000;-0,006;0,006;11,000;-0,314;0,000;-0,005;0,006
11,050;0,209;0,000;-0,005;0,006;;;;;;11,050;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;11,050;0,541;0,017;-0,005;0,006;11,050;-0,349;0,000;-0,005;0,006;11,050;-0,541;0,000;-0,006;0,006;11,050;-0,471;0,000;-0,005;0,006
11,100;0,209;0,000;-0,005;0,006;;;;;;11,100;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;11,100;0,436;0,017;-0,005;0,006;11,100;-0,244;0,000;-0,005;0,006;11,100;-0,419;0,000;-0,005;0,006;11,100;-0,576;0,000;-0,005;0,006
11,150;0,209;0,000;-0,005;0,006;;;;;;11,150;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;11,150;0,314;0,017;-0,005;0,006;11,150;-0,122;0,000;-0,005;0,006;11,150;-0,279;0,000;-0,006;0,006;11,150;-0,663;0,000;-0,005;0,006
11,200;0,209;0,000;-0,005;0,006;;;;;;11,200;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;11,200;0,192;0,017;-0,005;0,006;11,200;-0,017;0,000;-0,005;0,006;11,200;-0,140;0,000;-0,006;0,006;11,200;-0,716;0,000;-0,005;0,006
11,250;0,209;0,000;-0,005;0,006;;;;;;11,250;0,471;0,000;-0,005;0,006;;;;;;;;;;;;;;;;11,250;0,070;0,017;-0,005;0,006;11,250;0,087;0,000;-0,005;0,006;11,250;0,000;0,000;-0,005;0,006;11,250;-0,716;0,000;-0,005;0,006
11,300;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,300;-0,052;0,017;-0,005;0,006;11,300;0,175;0,000;-0,005;0,006;11,300;0,140;0,000;-0,005;0,006;11,300;-0,681;0,000;-0,005;0,006
11,350;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,350;-0,175;0,017;-0,005;0,006;11,350;0,244;0,000;-0,005;0,006;11,350;0,262;0,000;-0,005;0,006;11,350;-0,628;0,000;-0,005;0,006
11,400;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,400;-0,262;0,017;-0,005;0,006;11,400;0,297;0,000;-0,005;0,006;11,400;0,367;0,000;-0,005;0,006;11,400;-0,541;0,000;-0,005;0,006
11,450;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,450;-0,349;0,017;-0,005;0,006;11,450;0,314;0,000;-0,005;0,006;11,450;0,454;0,000;-0,005;0,006;11,450;-0,419;0,000;-0,005;0,006
11,500;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,500;-0,401;0,017;-0,005;0,006;11,500;0,314;0,000;-0,006;0,006;11,500;0,506;0,000;-0,005;0,006;11,500;-0,297;0,000;-0,005;0,006
11,550;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,550;-0,436;0,017;-0,005;0,006;11,550;0,279;0,000;-0,005;0,006;11,550;0,524;0,000;-0,005;0,006;11,550;-0,175;0,000;-0,005;0,006
11,600;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,600;-0,454;0,017;-0,005;0,006;11,600;0,244;0,000;-0,005;0,006;11,600;0,506;0,000;-0,005;0,006;11,600;-0,035;0,000;-0,005;0,006
11,650;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,650;-0,436;0,017;-0,005;0,006;11,650;0,192;0,000;-0,005;0,006;11,650;0,471;0,000;-0,005;0,006;11,650;0,087;0,000;-0,005;0,006
11,700;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,700;-0,401;0,017;-0,005;0,006;11,700;0,122;0,000;-0,005;0,006;11,700;0,419;0,000;-0,005;0,006;11,700;0,209;0,000;-0,005;0,006
11,750;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,750;-0,349;0,017;-0,005;0,006;11,750;0,052;0,000;-0,005;0,006;11,750;0,332;0,000;-0,006;0,006;11,750;0,297;0,000;-0,005;0,006
11,800;0,209;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;11,800;-0,279;0,017;-0,005;0,006;11,800;-0,017;0,000;-0,005;0,006;11,800;0,244;0,000;-0,005;0,006;11,800;0,367;0,000;-0,006;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,850;-0,192;0,017;-0,005;0,006;11,850;-0,087;0,000;-0,005;0,006;11,850;0,157;0,000;-0,005;0,006;11,850;0,419;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,900;-0,105;0,017;-0,005;0,006;11,900;-0,140;0,000;-0,005;0,006;11,900;0,052;0,000;-0,006;0,006;11,900;0,419;0,000;-0,006;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,950;-0,017;0,017;-0,005;0,006;11,950;-0,192;0,000;-0,005;0,006;11,950;-0,052;0,000;-0,006;0,006;11,950;0,419;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,000;0,052;0,017;-0,005;0,006;12,000;-0,209;0,000;-0,005;0,006;12,000;-0,140;0,000;-0,006;0,006;12,000;0,367;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,050;0,122;0,017;-0,005;0,006;12,050;-0,209;0,000;-0,006;0,006;12,050;-0,227;0,000;-0,005;0,006;12,050;0,314;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,100;0,175;0,017;-0,005;0,006;12,100;-0,209;0,000;-0,005;0,006;12,100;-0,297;0,000;-0,005;0,006;12,100;0,244;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,150;0,209;0,017;-0,005;0,006;12,150;-0,192;0,000;-0,005;0,006;12,150;-0,332;0,000;-0,005;0,006;12,150;0,175;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,200;0,227;0,017;-0,005;0,006;12,200;-0,157;0,000;-0,005;0,006;12,200;-0,367;0,000;-0,005;0,006;12,200;0,105;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,250;0,209;0,017;-0,005;0,006;12,250;-0,122;0,000;-0,005;0,006;12,250;-0,367;0,000;-0,006;0,006;12,250;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,300;0,192;0,017;-0,005;0,006;12,300;-0,087;0,000;-0,005;0,006;12,300;-0,349;0,000;-0,005;0,006;12,300;-0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,350;0,157;0,017;-0,005;0,006;12,350;-0,052;0,000;-0,006;0,006;12,350;-0,314;0,000;-0,005;0,006;12,350;-0,070;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,400;0,122;0,017;-0,005;0,006;12,400;-0,017;0,000;-0,005;0,006;12,400;-0,279;0,000;-0,005;0,006;12,400;-0,122;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,450;0,087;0,017;-0,005;0,006;12,450;0,017;0,000;-0,005;0,006;12,450;-0,227;0,000;-0,005;0,006;12,450;-0,157;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,500;0,035;0,017;-0,005;0,006;12,500;0,035;0,000;-0,005;0,006;12,500;-0,175;0,000;-0,005;0,006;12,500;-0,175;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,550;0,017;0,017;-0,005;0,006;12,550;0,052;0,000;-0,005;0,006;12,550;-0,105;0,000;-0,006;0,006;12,550;-0,175;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,600;-0,017;0,017;-0,005;0,006;12,600;0,052;0,000;-0,005;0,006;12,600;-0,035;0,000;-0,006;0,006;12,600;-0,157;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,650;-0,035;0,017;-0,005;0,006;12,650;0,052;0,000;-0,006;0,006;12,650;0,017;0,000;-0,005;0,006;12,650;-0,140;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,700;-0,035;0,017;-0,005;0,006;12,700;0,052;0,000;-0,005;0,006;12,700;0,070;0,000;-0,005;0,006;12,700;-0,122;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,750;-0,035;0,017;-0,005;0,006;12,750;0,035;0,000;-0,005;0,006;12,750;0,105;0,000;-0,005;0,006;12,750;-0,087;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,800;-0,035;0,017;-0,005;0,006;12,800;0,000;0,000;-0,005;0,006;12,800;0,122;0,000;-0,005;0,006;12,800;-0,035;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,850;-0,035;0,017;-0,005;0,006;12,850;-0,017;0,000;-0,005;0,006;12,850;0,140;0,000;-0,005;0,006;12,850;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,900;-0,017;0,017;-0,005;0,006;12,900;-0,035;0,000;-0,006;0,006;12,900;0,122;0,000;-0,005;0,006;12,900;0,035;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,950;-0,017;0,017;-0,005;0,006;12,950;-0,052;0,000;-0,005;0,006;12,950;0,105;0,000;-0,005;0,006;12,950;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,000;0,000;0,017;-0,005;0,006;13,000;-0,070;0,000;-0,005;0,006;13,000;0,087;0,000;-0,005;0,006;13,000;0,070;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,050;0,000;0,017;-0,005;0,006;13,050;-0,070;0,000;-0,005;0,006;13,050;0,052;0,000;-0,005;0,006;13,050;0,070;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,100;0,017;0,017;-0,005;0,006;13,100;-0,070;0,000;-0,005;0,006;13,100;0,035;0,000;-0,006;0,006;13,100;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,150;0,017;0,017;-0,005;0,006;13,150;-0,070;0,000;-0,005;0,006;13,150;0,000;0,000;-0,005;0,006;13,150;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,200;0,017;0,017;-0,005;0,006;13,200;-0,052;0,000;-0,005;0,006;13,200;-0,017;0,000;-0,005;0,006;13,200;0,035;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,250;0,017;0,017;-0,005;0,006;13,250;-0,052;0,000;-0,005;0,006;13,250;-0,035;0,000;-0,005;0,006;13,250;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,300;0,017;0,017;-0,005;0,006;13,300;-0,035;0,000;-0,005;0,006;13,300;-0,052;0,000;-0,005;0,006;13,300;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,350;0,017;0,017;-0,005;0,006;13,350;-0,035;0,000;-0,005;0,006;13,350;-0,070;0,000;-0,005;0,006;13,350;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,400;0,000;0,017;-0,005;0,006;13,400;-0,017;0,000;-0,005;0,006;13,400;-0,070;0,000;-0,005;0,006;13,400;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,450;0,000;0,017;-0,005;0,006;13,450;-0,017;0,000;-0,005;0,006;13,450;-0,070;0,000;-0,005;0,006;13,450;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,500;0,000;0,017;-0,005;0,006;13,500;-0,017;0,000;-0,005;0,006;13,500;-0,052;0,000;-0,005;0,006;13,500;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,550;0,000;0,017;-0,005;0,006;13,550;-0,017;0,000;-0,005;0,006;13,550;-0,035;0,000;-0,005;0,006;13,550;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,600;0,000;0,017;-0,005;0,006;13,600;-0,017;0,000;-0,005;0,006;13,600;-0,035;0,000;-0,005;0,006;13,600;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,650;0,000;0,017;-0,005;0,006;13,650;-0,017;0,000;-0,005;0,006;13,650;-0,017;0,000;-0,005;0,006;13,650;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,700;0,000;0,017;-0,005;0,006;13,700;-0,017;0,000;-0,005;0,006;13,700;0,000;0,000;-0,005;0,006;13,700;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,750;0,000;0,017;-0,005;0,006;13,750;-0,017;0,000;-0,005;0,006;13,750;0,017;0,000;-0,005;0,006;13,750;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,800;0,000;0,017;-0,005;0,006;13,800;-0,035;0,000;-0,005;0,006;13,800;0,035;0,000;-0,005;0,006;13,800;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,850;0,000;0,017;-0,005;0,006;13,850;-0,035;0,000;-0,005;0,006;13,850;0,035;0,000;-0,005;0,006;13,850;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,900;;;-0,005;0,006;13,900;-0,035;0,000;-0,005;0,006;13,900;0,035;0,000;-0,005;0,006;13,900;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,950;-0,035;0,000;-0,005;0,006;13,950;0,035;0,000;-0,005;0,006;13,950;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,000;-0,035;0,000;-0,005;0,006;14,000;0,035;0,000;-0,005;0,006;14,000;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,050;-0,035;0,000;-0,006;0,006;14,050;0,017;0,000;-0,005;0,006;14,050;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,100;-0,035;0,000;-0,005;0,006;14,100;0,017;0,000;-0,005;0,006;14,100;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,150;0,000;0,000;-0,006;0,006;14,150;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,200;0,000;0,000;-0,006;0,006;14,200;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,250;0,000;0,000;-0,006;0,006;14,250;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,300;-0,017;0,000;-0,005;0,006;14,300;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,350;-0,017;0,000;-0,005;0,006;14,350;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,400;-0,017;0,000;-0,005;0,006;14,400;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,450;-0,017;0,000;-0,005;0,006;14,450;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,500;0,000;0,000;-0,005;0,006;14,500;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,550;0,000;0,000;-0,005;0,006;14,550;;;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,600;0,000;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,650;0,000;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,700;0,017;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,750;0,017;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,800;0,017;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,850;0,000;0,000;-0,006;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,900;0,000;0,000;-0,005;0,006;;;;;
