"Time","Angle, Ch 1+2 (rad) Run #25","Angle, Ch 3+4 (rad) Run #25","Angle, Ch 1+2 (rad) Run #26","Angle, Ch 3+4 (rad) Run #26","Angle, Ch 1+2 (rad) Run #27","Angle, Ch 3+4 (rad) Run #27","mean_Ch1_Ch2","sd_Ch1_Ch2","mean_Ch3_Ch4","sd_Ch3_Ch4"
0,-0.14,-0.192,0,-0.244,0.035,0.279,-0.035,0.0926012958872607,-0.0523333333333333,0.288118609835139
0.05,-0.297,-0.349,0,-0.506,0.105,0.559,-0.064,0.208501798553394,-0.0986666666666666,0.574940286754488
0.1,-0.489,-0.471,-0.035,-0.768,0.175,0.838,-0.116333333333333,0.33938964824127,-0.133666666666667,0.854490686510586
0.15,-0.698,-0.541,-0.07,-1.047,0.279,1.1,-0.163,0.495094940390225,-0.162666666666667,1.12238778206702
0.2,-0.908,-0.559,-0.14,-1.292,0.384,1.326,-0.221333333333333,0.64982869537543,-0.175,1.35058246693788
0.25,-1.117,-0.541,-0.227,-1.536,0.506,1.501,-0.279333333333333,0.812764623573968,-0.192,1.54828711807597
0.3,-1.326,-0.454,-0.332,-1.745,0.663,1.623,-0.331666666666667,0.9945000418971,-0.192,1.69921717270042
0.35,-1.501,-0.332,-0.454,-1.92,0.82,1.693,-0.378333333333333,1.16234862813759,-0.186333333333333,1.81089931617783
0.4,-1.641,-0.175,-0.593,-2.042,0.977,1.676,-0.419,1.31764486869566,-0.180333333333333,1.85900573784304
0.45,-1.71,0.035,-0.75,-2.147,1.152,1.606,-0.436,1.45660838937581,-0.168666666666667,1.88477116206009
0.5,-1.745,0.262,-0.908,-2.182,1.309,1.466,-0.448,1.57810931180321,-0.151333333333333,1.85879243955137
0.55,-1.693,0.541,-1.082,-2.182,1.449,1.292,-0.442,1.66590545950243,-0.116333333333333,1.8279043556306
0.6,-1.606,0.82,-1.239,-2.129,1.571,1.047,-0.424666666666667,1.73801217870685,-0.0873333333333334,1.77177434605351
0.65,-1.449,1.1,-1.396,-2.025,1.658,0.803,-0.395666666666667,1.77872491783674,-0.0406666666666666,1.7248873393162
0.7,-1.239,1.361,-1.518,-1.885,1.676,0.541,-0.360333333333333,1.76902524949005,0.00566666666666667,1.68791745453779
0.75,-0.96,1.623,-1.606,-1.693,1.658,0.262,-0.302666666666667,1.72843551610505,0.064,1.66684342396039
0.8,-0.663,1.833,-1.641,-1.466,1.571,0,-0.244333333333333,1.64641954960858,0.122333333333333,1.65289876681342
0.85,-0.314,1.99,-1.641,-1.222,1.449,-0.244,-0.168666666666667,1.55011816753863,0.174666666666667,1.64641954960858
0.9,0.052,2.077,-1.571,-0.96,1.257,-0.454,-0.0873333333333333,1.4191392931398,0.221,1.62713275426438
0.95,0.419,2.112,-1.449,-0.663,1.03,-0.646,-1.84675770046698e-17,1.29152274467003,0.267666666666667,1.59726213669934
1,0.768,2.059,-1.292,-0.384,0.75,-0.785,0.0753333333333333,1.1841796034949,0.296666666666667,1.53933892737543
1.05,1.1,1.955,-1.082,-0.14,0.454,-0.89,0.157333333333333,1.1208431350253,0.308333333333333,1.4745366503866
1.1,1.379,1.798,-0.82,0.105,0.122,-0.942,0.227,1.10325382392267,0.320333333333333,1.38263383921172
1.15,1.606,1.571,-0.524,0.279,-0.192,-0.96,0.296666666666667,1.1460023269319,0.296666666666667,1.26559248312138
1.2,1.745,1.326,-0.209,0.419,-0.524,-0.925,0.337333333333333,1.22920719707189,0.273333333333333,1.13254771790567
1.25,1.78,1.065,0.122,0.471,-0.803,-0.838,0.366333333333333,1.30871934857453,0.232666666666667,0.973629464084429
1.3,1.728,0.785,0.454,0.471,-1.047,-0.716,0.378333333333333,1.38904655549529,0.18,0.791682385808855
1.35,1.571,0.506,0.768,0.401,-1.257,-0.559,0.360666666666667,1.45733878468026,0.116,0.586919926395416
1.4,1.326,0.262,1.065,0.279,-1.361,-0.349,0.343333333333333,1.48175380321204,0.064,0.357769478854751
1.45,0.995,0.017,1.292,0.087,-1.396,-0.122,0.297,1.47368212311882,-0.006,0.106381389349829
1.5,0.593,-0.175,1.466,-0.14,-1.344,0.14,0.238333333333333,1.43818160652031,-0.0583333333333333,0.172650900181069
1.55,0.122,-0.332,1.553,-0.384,-1.204,0.419,0.157,1.37883320238526,-0.099,0.44935398073234
1.6,-0.384,-0.454,1.536,-0.646,-0.977,0.698,0.0583333333333333,1.31359671639866,-0.134,0.726900268262435
1.65,-0.925,-0.541,1.449,-0.908,-0.681,0.96,-0.0523333333333333,1.30590402914354,-0.163,0.989706522156947
1.7,-1.449,-0.559,1.257,-1.169,-0.332,1.204,-0.174666666666667,1.35984349589698,-0.174666666666667,1.23230123481774
1.75,-1.955,-0.541,0.995,-1.414,0.087,1.414,-0.291,1.51088980405587,-0.180333333333333,1.44808712905451
1.8,-2.391,-0.471,0.646,-1.641,0.559,1.571,-0.395333333333333,1.72884537577348,-0.180333333333333,1.62560798882551
1.85,-2.758,-0.367,0.244,-1.833,1.03,1.676,-0.494666666666667,1.99911413714508,-0.174666666666667,1.76238881445989
1.9,-3.002,-0.209,-0.209,-1.972,1.518,1.71,-0.564333333333333,2.28085429901459,-0.157,1.84155070524816
1.95,-3.159,0,-0.698,-2.094,1.972,1.676,-0.628333333333333,2.56620933154981,-0.139333333333333,1.88885820890117
2,-3.159,0.227,-1.187,-2.164,2.391,1.571,-0.651666666666667,2.81346073961115,-0.122,1.89179993656835
2.05,-3.054,0.489,-1.676,-2.182,2.74,1.414,-0.663333333333333,3.02683487050968,-0.093,1.86731009743963
2.1,-2.81,0.75,-2.112,-2.164,3.002,1.204,-0.64,3.17331435568555,-0.0700000000000001,1.82760936745247
2.15,-2.461,1.03,-2.496,-2.094,3.159,0.96,-0.599333333333333,3.25485918794244,-0.0346666666666666,1.78377838683322
2.2,-2.007,1.309,-2.793,-1.99,3.194,0.716,-0.535333333333333,3.25352029858941,0.0116666666666666,1.75866834091404
2.25,-1.466,1.553,-3.002,-1.833,3.089,0.436,-0.459666666666667,3.16774372911278,0.052,1.72535242776657
2.3,-0.873,1.78,-3.089,-1.641,2.862,0.175,-0.366666666666667,3.00763700159001,0.104666666666667,1.71158415899813
2.35,-0.227,1.937,-3.054,-1.414,2.531,-0.087,-0.25,2.79257103759242,0.145333333333333,1.68753795019055
2.4,0.436,2.059,-2.915,-1.169,2.094,-0.314,-0.128333333333333,2.5517394720726,0.192,1.6724302676046
2.45,1.082,2.112,-2.67,-0.89,1.571,-0.524,-0.00566666666666663,2.32029832852014,0.232666666666667,1.63780625634821
2.5,1.693,2.094,-2.321,-0.611,0.995,-0.698,0.122333333333333,2.14457672591431,0.261666666666667,1.58744333232192
2.55,2.217,2.007,-1.885,-0.349,0.367,-0.82,0.233,2.05428040929178,0.279333333333333,1.51462349557021
2.6,2.635,1.85,-1.361,-0.087,-0.279,-0.908,0.331666666666667,2.06680655440545,0.285,1.41613170291467
2.65,2.915,1.658,-0.803,0.14,-0.89,-0.96,0.407333333333333,2.17213865426067,0.279333333333333,1.31454985958439
2.7,3.054,1.431,-0.192,0.314,-1.466,-0.96,0.465333333333333,2.33059334362161,0.261666666666667,1.19635878119122
2.75,3.037,1.187,0.419,0.436,-1.955,-0.908,0.500333333333333,2.49699365904948,0.238333333333333,1.06139546509929
2.8,2.862,0.908,1.012,0.489,-2.356,-0.82,0.506,2.64554493441332,0.192333333333333,0.901390222563643
2.85,2.531,0.646,1.553,0.471,-2.618,-0.681,0.488666666666667,2.7345300022734,0.145333333333333,0.720955153482748
2.9,2.059,0.384,2.042,0.384,-2.758,-0.506,0.447666666666667,2.7762017818115,0.0873333333333333,0.513841739578767
2.95,1.466,0.14,2.409,0.244,-2.74,-0.279,0.378333333333333,2.74140736362426,0.035,0.276859169976362
3,0.768,-0.07,2.67,0.052,-2.583,-0.035,0.285,2.65959940592564,-0.0176666666666667,0.0628198482434758
3.05,0,-0.244,2.775,-0.175,-2.286,0.227,0.163,2.53443425639727,-0.064,0.254363912534778
3.1,-0.785,-0.401,2.74,-0.436,-1.85,0.506,0.035,2.40235821641986,-0.110333333333333,0.534047126509762
3.15,-1.588,-0.506,2.566,-0.698,-1.326,0.785,-0.116,2.32637142348336,-0.139666666666667,0.806518650331989
3.2,-2.339,-0.559,2.234,-0.977,-0.681,1.047,-0.262,2.3151140360682,-0.163,1.06852983112312
3.25,-3.019,-0.559,1.78,-1.222,0.017,1.274,-0.407333333333333,2.42747694805395,-0.169,1.29289558743156
3.3,-3.595,-0.524,1.204,-1.466,0.75,1.466,-0.547,2.64938804254869,-0.174666666666667,1.49689055489482
3.35,-4.032,-0.436,0.541,-1.676,1.501,1.623,-0.663333333333333,2.95657510192678,-0.163,1.66635740464043
3.4,-4.294,-0.297,-0.175,-1.868,2.217,1.693,-0.750666666666666,3.29345173538847,-0.157333333333333,1.7846036908326
3.45,-4.381,-0.122,-0.925,-2.007,2.88,1.71,-0.808666666666667,3.63189762153799,-0.139666666666667,1.85856297534771
3.5,-4.294,0.087,-1.676,-2.112,3.456,1.641,-0.838,3.94237339682583,-0.128,1.8857149837661
3.55,-4.032,0.332,-2.391,-2.182,3.892,1.518,-0.843666666666667,4.18247825258343,-0.110666666666667,1.88930286966736
3.6,-3.613,0.593,-3.037,-2.182,4.206,1.344,-0.814666666666667,4.35755256231446,-0.0816666666666666,1.85729651195853
3.65,-3.054,0.873,-3.56,-2.147,4.346,1.134,-0.756,4.4256990408296,-0.0466666666666666,1.82361737580374
3.7,-2.356,1.152,-3.962,-2.077,4.311,0.89,-0.669,4.38692477710754,-0.0116666666666667,1.79342196187438
3.75,-1.553,1.431,-4.206,-1.955,4.102,0.628,-0.552333333333333,4.24343214077159,0.0346666666666667,1.76926039161378
3.8,-0.698,1.658,-4.294,-1.78,3.735,0.349,-0.419,4.02176466243364,0.0756666666666666,1.73522169573036
3.85,0.192,1.868,-4.206,-1.588,3.194,0.087,-0.273333333333333,3.72188142386795,0.122333333333333,1.728270908548
3.9,1.065,2.007,-3.944,-1.344,2.531,-0.157,-0.116,3.39521383715371,0.168666666666667,1.69907160924233
3.95,1.885,2.094,-3.543,-1.082,1.78,-0.384,0.0406666666666666,3.10399038873082,0.209333333333333,1.66906480800876
4,2.635,2.112,-2.985,-0.82,0.942,-0.576,0.197333333333333,2.88305330046694,0.238666666666667,1.62693495055375
4.05,3.246,2.059,-2.321,-0.541,0.07,-0.75,0.331666666666667,2.79270913869191,0.256,1.56493673993552
4.1,3.718,1.937,-1.571,-0.262,-0.803,-0.855,0.448,2.85781927350209,0.273333333333333,1.47096986146329
4.15,3.997,1.763,-0.75,-0.017,-1.623,-0.942,0.541333333333333,3.02436048336393,0.268,1.37483635389816
4.2,4.084,1.553,0.087,0.192,-2.356,-0.96,0.605,3.25109873735019,0.261666666666667,1.25794766716797
4.25,3.962,1.309,0.908,0.349,-2.967,-0.942,0.634333333333333,3.47259705887875,0.238666666666667,1.12954872995074
4.3,3.648,1.047,1.693,0.454,-3.421,-0.89,0.64,3.65024615608318,0.203666666666667,0.992467799645577
4.35,3.176,0.768,2.409,0.489,-3.683,-0.768,0.634,3.75824945952235,0.163,0.818248739687389
4.4,2.531,0.506,2.985,0.454,-3.77,-0.628,0.582,3.77577237131689,0.110666666666667,0.640232249526165
4.45,1.763,0.262,3.438,0.349,-3.665,-0.419,0.512,3.71307190881082,0.064,0.420546073575774
4.5,0.89,0.035,3.7,0.192,-3.351,-0.192,0.413,3.54961927535898,0.0116666666666667,0.193060439586502
4.55,-0.052,-0.175,3.787,0,-2.897,0.052,0.279333333333333,3.35429580289713,-0.041,0.118924345699272
4.6,-1.03,-0.332,3.683,-0.244,-2.269,0.332,0.128,3.14042974766193,-0.0813333333333333,0.360651262764091
4.65,-1.972,-0.454,3.386,-0.506,-1.518,0.611,-0.0346666666666666,2.97106871905268,-0.116333333333333,0.63042551767305
4.7,-2.845,-0.541,2.915,-0.768,-0.663,0.873,-0.197666666666667,2.9080580003386,-0.145333333333333,0.889176210507981
4.75,-3.63,-0.559,2.304,-1.047,0.244,1.134,-0.360666666666667,3.01285667321453,-0.157333333333333,1.14463633234898
4.8,-4.276,-0.559,1.553,-1.309,1.169,1.361,-0.518,3.26018205013156,-0.169,1.37706209010342
4.85,-4.747,-0.489,0.698,-1.536,2.094,1.536,-0.651666666666667,3.61469505398911,-0.163,1.56173077065159
4.9,-5.027,-0.384,-0.209,-1.728,2.95,1.658,-0.762,4.01714936242107,-0.151333333333333,1.70494848407022
4.95,-5.114,-0.227,-1.152,-1.902,3.718,1.71,-0.849333333333333,4.42377229673198,-0.139666666666667,1.80758300869789
5,-4.974,-0.035,-2.077,-2.042,4.346,1.693,-0.901666666666667,4.7698696348363,-0.128,1.86923594016379
5.05,-4.643,0.175,-2.932,-2.129,4.835,1.606,-0.913333333333333,5.05117633164131,-0.116,1.88442749926868
5.1,-4.119,0.436,-3.683,-2.182,5.114,1.466,-0.896,5.20937606628663,-0.0933333333333333,1.88072361960319
5.15,-3.421,0.698,-4.311,-2.182,5.184,1.292,-0.849333333333333,5.24393538607536,-0.064,1.85813131936362
5.2,-2.601,0.977,-4.747,-2.147,5.044,1.047,-0.768,5.14643925447488,-0.041,1.82418529760548
5.25,-1.658,1.257,-5.027,-2.059,4.695,0.803,-0.663333333333333,4.93673397433296,0.00033333333333326,1.79782349893791
5.3,-0.663,1.518,-5.079,-1.92,4.154,0.541,-0.529333333333333,4.61795109689712,0.0463333333333334,1.77157622848506
5.35,0.349,1.745,-4.939,-1.745,3.456,0.279,-0.378,4.244455559904,0.093,1.75241889969265
5.4,1.344,1.92,-4.59,-1.536,2.618,0.017,-0.209333333333333,3.84687526875168,0.133666666666667,1.73095127988437
5.45,2.251,2.042,-4.084,-1.292,1.676,-0.227,-0.0523333333333333,3.5033424516215,0.174333333333333,1.70284771290134
5.5,3.072,2.112,-3.403,-1.047,0.681,-0.436,0.116666666666667,3.27418086448097,0.209666666666667,1.67555493295008
5.55,3.752,2.094,-2.601,-0.768,-0.332,-0.628,0.273,3.2194209106608,0.232666666666667,1.61348112270746
5.6,4.259,2.025,-1.693,-0.489,-1.326,-0.785,0.413333333333333,3.33549641482843,0.250333333333333,1.54401597573773
5.65,4.555,1.885,-0.733,-0.227,-2.234,-0.89,0.529333333333333,3.56619465724087,0.256,1.44918011302943
5.7,4.625,1.693,0.244,0.017,-3.037,-0.96,0.610666666666667,3.84413765795833,0.25,1.34175966551391
5.75,4.468,1.466,1.204,0.209,-3.683,-0.977,0.663,4.10234213590237,0.232666666666667,1.22167194178033
5.8,4.119,1.222,2.094,0.367,-4.136,-0.942,0.692333333333333,4.30229686717843,0.215666666666667,1.08990840593755
5.85,3.56,0.96,2.88,0.454,-4.398,-0.873,0.680666666666667,4.41137635362631,0.180333333333333,0.946647945824282
5.9,2.827,0.681,3.543,0.489,-4.433,-0.75,0.645666666666667,4.41280016920473,0.14,0.776718095579085
5.95,1.955,0.419,4.014,0.454,-4.241,-0.576,0.576,4.29679962297522,0.099,0.584829034846937
6,0.977,0.175,4.294,0.349,-3.84,-0.384,0.477,4.08998643029534,0.0466666666666667,0.382980852436951
6.05,-0.07,-0.052,4.363,0.192,-3.264,-0.14,0.343,3.83023615459935,-2.30844712558372e-18,0.172
6.1,-1.134,-0.227,4.206,-0.017,-2.513,0.122,0.186333333333334,3.54876039390283,-0.0406666666666667,0.17569955416373
6.15,-2.182,-0.384,3.857,-0.244,-1.641,0.401,0.0113333333333334,3.34141202687327,-0.0756666666666667,0.418698379902924
6.2,-3.142,-0.489,3.316,-0.506,-0.663,0.681,-0.163,3.25790438779286,-0.104666666666667,0.680460383368006
6.25,-3.997,-0.559,2.601,-0.768,0.367,0.942,-0.343,3.35581227126906,-0.128333333333333,0.932807768692635
6.3,-4.695,-0.576,1.763,-1.047,1.414,1.204,-0.506,3.63197480718135,-0.139666666666667,1.1872406383431
6.35,-5.201,-0.541,0.82,-1.292,2.426,1.414,-0.651666666666667,4.02083751640542,-0.139666666666667,1.39692889344209
6.4,-5.498,-0.454,-0.192,-1.536,3.368,1.571,-0.774,4.46156161001952,-0.139666666666667,1.57717035647178
6.45,-5.55,-0.332,-1.222,-1.728,4.189,1.676,-0.861,4.87952569416332,-0.128,1.71114464613603
6.5,-5.393,-0.157,-2.234,-1.902,4.852,1.71,-0.925,5.24643850626308,-0.116333333333333,1.80634335975565
6.55,-5.009,0.035,-3.159,-2.042,5.323,1.676,-0.948333333333333,5.50934127943925,-0.110333333333333,1.86325584215731
6.6,-4.433,0.279,-3.962,-2.147,5.585,1.571,-0.936666666666667,5.65283666253796,-0.0989999999999999,1.88760271243713
6.65,-3.683,0.541,-4.625,-2.182,5.62,1.414,-0.896,5.66264364056224,-0.0756666666666667,1.87563651418214
6.7,-2.775,0.82,-5.114,-2.182,5.411,1.222,-0.826,5.52655923699366,-0.0466666666666667,1.86014443883622
6.75,-1.763,1.1,-5.393,-2.147,4.992,0.995,-0.721333333333333,5.27028066931291,-0.0173333333333332,1.84509249993959
6.8,-0.681,1.379,-5.445,-2.059,4.363,0.733,-0.587666666666667,4.90466607765843,0.0176666666666666,1.8272212053644
6.85,0.401,1.623,-5.288,-1.92,3.56,0.471,-0.442333333333333,4.48388049944837,0.058,1.80724624774821
6.9,1.466,1.833,-4.904,-1.745,2.618,0.209,-0.273333333333333,4.0514295419436,0.0989999999999999,1.79153453776365
6.95,2.443,1.99,-4.346,-1.536,1.588,-0.052,-0.105,3.69760963326309,0.134,1.77034346949963
7,3.316,2.094,-3.63,-1.292,0.489,-0.297,0.0583333333333333,3.49296927174193,0.168333333333333,1.74030179375111
7.05,4.032,2.112,-2.758,-1.03,-0.593,-0.506,0.227,3.46847589007045,0.192,1.68328369563779
7.1,4.573,2.077,-1.798,-0.768,-1.658,-0.681,0.372333333333333,3.63855745225128,0.209333333333333,1.61803162309435
7.15,4.887,1.972,-0.785,-0.489,-2.618,-0.82,0.494666666666667,3.91272492431213,0.221,1.52541502549306
7.2,4.974,1.798,0.244,-0.227,-3.438,-0.908,0.593333333333333,4.21686629303483,0.221,1.40752868532048
7.25,4.817,1.588,1.257,0.017,-4.084,-0.96,0.663333333333333,4.48009825041074,0.215,1.28548784513896
7.3,4.451,1.344,2.182,0.227,-4.52,-0.977,0.704333333333333,4.66447578333657,0.198,1.16077172605125
7.35,3.857,1.082,3.002,0.367,-4.747,-0.925,0.704,4.74002183539274,0.174666666666667,1.01722973478626
7.4,3.089,0.82,3.683,0.471,-4.73,-0.838,0.680666666666666,4.6951777744121,0.151,0.874094388495888
7.45,2.164,0.559,4.171,0.489,-4.485,-0.716,0.616666666666667,4.53070241059081,0.110666666666667,0.716769372485553
7.5,1.134,0.297,4.468,0.454,-4.032,-0.541,0.523333333333333,4.28277775904066,0.07,0.534932706048153
7.55,0.035,0.07,4.538,0.349,-3.403,-0.332,0.39,3.98238483825961,0.029,0.342346315884953
7.6,-1.1,-0.14,4.381,0.192,-2.601,-0.087,0.226666666666667,3.67520262479953,-0.0116666666666667,0.178360122598448
7.65,-2.199,-0.314,4.014,0,-1.658,0.175,0.0523333333333335,3.44155086165138,-0.0463333333333333,0.247770727353603
7.7,-3.229,-0.436,3.473,-0.244,-0.611,0.436,-0.122333333333333,3.37761710875187,-0.0813333333333333,0.458193554443243
7.75,-4.119,-0.524,2.758,-0.506,0.471,0.716,-0.296666666666667,3.50218022570703,-0.104666666666667,0.710775163700402
7.8,-4.869,-0.576,1.902,-0.768,1.553,0.995,-0.471333333333333,3.81248663385635,-0.116333333333333,0.967218865269559
7.85,-5.411,-0.559,0.96,-1.03,2.583,1.239,-0.622666666666666,4.22547445067809,-0.116666666666667,1.19742821635927
7.9,-5.725,-0.506,-0.052,-1.292,3.526,1.449,-0.750333333333333,4.66486895135687,-0.116333333333333,1.41143555762682
7.95,-5.812,-0.401,-1.1,-1.518,4.346,1.588,-0.855333333333333,5.08341787907834,-0.110333333333333,1.57326867805004
8,-5.655,-0.244,-2.094,-1.728,5.009,1.693,-0.913333333333333,5.42915318749926,-0.093,1.71549147476751
8.05,-5.271,-0.052,-3.037,-1.902,5.463,1.71,-0.948333333333333,5.66361945520118,-0.0813333333333333,1.80617865487701
8.1,-4.695,0.157,-3.857,-2.042,5.69,1.676,-0.954,5.76910850998662,-0.0696666666666666,1.86933526509648
8.15,-3.91,0.419,-4.52,-2.129,5.69,1.553,-0.913333333333333,5.72678210981816,-0.0523333333333334,1.88570870850546
8.2,-2.985,0.681,-5.027,-2.182,5.463,1.396,-0.849666666666667,5.56145316741347,-0.035,1.8934130558333
8.25,-1.937,0.96,-5.323,-2.199,5.009,1.187,-0.750333333333333,5.26722786039614,-0.0173333333333333,1.8927848090402
8.3,-0.82,1.257,-5.393,-2.147,4.346,0.942,-0.622333333333333,4.87250801264948,0.0173333333333333,1.88097324099343
8.35,0.314,1.501,-5.253,-2.059,3.526,0.681,-0.471,4.44183284241989,0.0409999999999999,1.86429611381883
8.4,1.414,1.745,-4.904,-1.92,2.583,0.419,-0.302333333333333,4.02779621298463,0.0813333333333334,1.85568594684912
8.45,2.443,1.92,-4.381,-1.745,1.536,0.14,-0.134,3.70586278753005,0.105,1.83275066498419
8.5,3.351,2.059,-3.7,-1.553,0.454,-0.105,0.0349999999999999,3.5441248567171,0.133666666666667,1.8177891333522
8.55,4.102,2.112,-2.862,-1.309,-0.628,-0.349,0.204,3.55576883388108,0.151333333333333,1.76452836002523
8.6,4.66,2.094,-1.937,-1.047,-1.676,-0.559,0.349,3.73571559409974,0.162666666666667,1.69028764810411
8.65,4.992,2.025,-0.96,-0.768,-2.601,-0.716,0.477,3.99526457196517,0.180333333333333,1.5977397576994
8.7,5.096,1.885,0.035,-0.506,-3.403,-0.855,0.576,4.27524981726214,0.174666666666667,1.49143566181493
8.75,4.939,1.693,1.012,-0.227,-4.032,-0.942,0.639666666666667,4.49707508646824,0.174666666666667,1.36264754552795
8.8,4.555,1.466,1.92,0.017,-4.451,-0.977,0.674666666666667,4.63035099461513,0.168666666666667,1.22854154725566
8.85,3.944,1.204,2.723,0.209,-4.66,-0.96,0.669,4.65525412840158,0.151,1.08316526901484
